id,relation,source,target
97534,r_cert,Domain_9c320789c196cc61dacd9d98bb193b22e623042f23749a2d095b88e80f64bc00,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
97539,r_dns_a,Domain_ea74178e95e984c1eb8092efd526ee8b99d816b8c5c78e4dd67cafad4e788656,IP_a2794c275e85fb3b46b932dd1904e921553158e0a38a611c9773e1ce444ae6e5
97542,r_dns_a,Domain_285327e3bc17ee0ecbfe0128e57c1f89b1707b997f11fe4b6ea89130817d2dab,IP_013d7408cfc03680bb9a5e90e1022c5da9bd6cea7bd95295b98a52b8cbc12d6c
97561,r_dns_a,Domain_fd8c06d160a8fb02be211cafe9660f8b8a9ad931a46b846b21b13a149a8f1a2f,IP_a2794c275e85fb3b46b932dd1904e921553158e0a38a611c9773e1ce444ae6e5
97584,r_dns_a,Domain_edf90c57a955e0581446a935443c1840baa47ce904443da31d0b005e78dc7dec,IP_a2794c275e85fb3b46b932dd1904e921553158e0a38a611c9773e1ce444ae6e5
97608,r_dns_a,Domain_bbe03607681faa76638abaea6975858bef27c02b42b80f0a246c030c5f1b0cad,IP_a2794c275e85fb3b46b932dd1904e921553158e0a38a611c9773e1ce444ae6e5
97633,r_dns_a,Domain_a078e24fcd052497818492cd60282086a26d435ca98e309abb95ab3677fefde4,IP_a2794c275e85fb3b46b932dd1904e921553158e0a38a611c9773e1ce444ae6e5
97652,r_dns_a,Domain_c2993d390f5cc7349b6e5ed1edf82253d27295f465235cf42f76624856ddf899,IP_a2794c275e85fb3b46b932dd1904e921553158e0a38a611c9773e1ce444ae6e5
97679,r_dns_a,Domain_7c2b003a8e1498d3ee20307ee563453af431b65addbd759c155cc8a1227879c7,IP_a2794c275e85fb3b46b932dd1904e921553158e0a38a611c9773e1ce444ae6e5
97702,r_dns_a,Domain_206c1851cc5a0d00de5284defa49cf5b53ba5d12d4681589184b45559931e6f4,IP_a2794c275e85fb3b46b932dd1904e921553158e0a38a611c9773e1ce444ae6e5
97720,r_dns_a,Domain_5ea2038085ad3f2e46e1fa3b401cf03638d559a540436d6c8ec5ce5fa28bfd93,IP_a2794c275e85fb3b46b932dd1904e921553158e0a38a611c9773e1ce444ae6e5
97743,r_dns_a,Domain_a90ffbccffb50ebdf5bbbcd93abc4400e8cf45798c817fba52176ecf7c67d985,IP_a2794c275e85fb3b46b932dd1904e921553158e0a38a611c9773e1ce444ae6e5
97831,r_dns_a,Domain_6de021505a46acba21fc78ef4ef6956bd87ba3a8a0fb7aa25513a86fa979891b,IP_a2794c275e85fb3b46b932dd1904e921553158e0a38a611c9773e1ce444ae6e5
97855,r_dns_a,Domain_f2f815811bd4e8649cea57a0b100bde8d698b4793f21129f0384fda7d42d710e,IP_a2794c275e85fb3b46b932dd1904e921553158e0a38a611c9773e1ce444ae6e5
97880,r_dns_a,Domain_a9efa5abdf5accb6a74ec2375996022f1a24ad190bf11e9067e055354b8aee41,IP_a2794c275e85fb3b46b932dd1904e921553158e0a38a611c9773e1ce444ae6e5
97883,r_dns_a,Domain_ff1b758bb2dca5a5269ed1f1b7178ef56359ec58318c340ba5672652949d1986,IP_64cb3d6e3a5bef52cd49bb0e870d4343e3f3b3d6a0bea978e9915ae635858023
97903,r_dns_a,Domain_24893690874c677706e90178016068024212d6430ed2c32001d4be9cdbedecbc,IP_a2794c275e85fb3b46b932dd1904e921553158e0a38a611c9773e1ce444ae6e5
97949,r_dns_a,Domain_4ac4a46c40060db82d375f37c5754e1412c5891191ca9671a8e712873c4e65fc,IP_a2794c275e85fb3b46b932dd1904e921553158e0a38a611c9773e1ce444ae6e5
98058,r_dns_a,Domain_deacd4deff6781eeec343c22038e5c108689c6b06b0a48fa4e0776d8a9489951,IP_64cb3d6e3a5bef52cd49bb0e870d4343e3f3b3d6a0bea978e9915ae635858023
98114,r_subdomain,Domain_3cbc643f48f8281d958dbeeb8ca81390f2410d5d93794a5097f193717b237b79,Domain_bbb589ed95f74d19f4a06d3cd0c2d31f19ff9f8fbcdaf702bb36d49f393b2458
98150,r_cname,Domain_3cbc643f48f8281d958dbeeb8ca81390f2410d5d93794a5097f193717b237b79,Domain_f2ef75b071742158c78f833cb1030dac68c9e2a7b587ce963a6bc5099881b009
98276,r_subdomain,Domain_1b7b460d8efcbb69748401192d0b2e01cc5bc1086dcc82602dbaf5d6d20bf78c,Domain_ca909547109b1097b223e5c868b315d0e8a3be3540f03c738f02e236d892bd45
98303,r_dns_a,Domain_70b59b5bfa165b319565885b3c4abba8e150a9ec5b6e7cd7124cf86f7c54dcbe,IP_a2794c275e85fb3b46b932dd1904e921553158e0a38a611c9773e1ce444ae6e5
98315,r_cname,Domain_1b7b460d8efcbb69748401192d0b2e01cc5bc1086dcc82602dbaf5d6d20bf78c,Domain_d174d3d167d509cc1c6204bed3548defb2ad1be8cd3db00e465a00b2e0ffb97f
98327,r_whois_name,Domain_1b7b460d8efcbb69748401192d0b2e01cc5bc1086dcc82602dbaf5d6d20bf78c,Whois_Name_b41450ee7bedca66841b7a976e1d4499da345e2f65a00e8bd0083026288d3f7b
98342,r_whois_email,Domain_1b7b460d8efcbb69748401192d0b2e01cc5bc1086dcc82602dbaf5d6d20bf78c,Whois_Email_89478e5b280cd920fba2fcbc319145032e8468bc73c70545229d8825bb1ef2c9
98355,r_cert,Domain_1b7b460d8efcbb69748401192d0b2e01cc5bc1086dcc82602dbaf5d6d20bf78c,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
98618,r_subdomain,Domain_4d983d3d787f80f54babbdb341dd36ceaa4cf47996d91aa7625e20f04140a515,Domain_d09d65fd8986840def8c073f84ef12434b2c587ef0f60fe5478824d60bca937c
98654,r_cname,Domain_4d983d3d787f80f54babbdb341dd36ceaa4cf47996d91aa7625e20f04140a515,Domain_bddc178cf70b6db0405419e582f14fc0ca2137a8a73150b1e71e1ded56024fcf
103954,r_subdomain,Domain_557f1bdd4aeb323f604724b356bde414ca189aacd34580d23ac88466cff28f67,Domain_55f2c9cd8bbf62c654f27e82720c782b6de07c444da9152e773db7cc303d64de
103986,r_cname,Domain_557f1bdd4aeb323f604724b356bde414ca189aacd34580d23ac88466cff28f67,Domain_09f1f99e4f93a3579ccc83d9cd921d6e8744c294c792663a8aa93743b73cb22d
104029,r_cert,Domain_557f1bdd4aeb323f604724b356bde414ca189aacd34580d23ac88466cff28f67,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
104326,r_subdomain,Domain_521d403d21ea84cdcf6039e40f2d88e83fd8f3abf74f4780d4fb2e2c61b004cd,Domain_6843254892b152b322ba55991a29fc8840407a18320f266c564e367fdfb902b4
104367,r_cname,Domain_521d403d21ea84cdcf6039e40f2d88e83fd8f3abf74f4780d4fb2e2c61b004cd,Domain_0471e6ecc866a2f61a7e897d1aad676ab738dab065099fc48f21426c5caa1558
105040,r_subdomain,Domain_e54e9135221fc7d94a1815403e3fcf070a3fb2a5de59bd734a627323f2194570,Domain_cecd82ef736e88bbcba8280c5698ab4e83e1f5ca0023b917442fd38f8b93e118
105068,r_subdomain,Domain_e54e9135221fc7d94a1815403e3fcf070a3fb2a5de59bd734a627323f2194570,Domain_a3d5b79b711d9850c1b1ab22b7af8fde017350b3eb3b0647442982c24d43a01d
105092,r_subdomain,Domain_e54e9135221fc7d94a1815403e3fcf070a3fb2a5de59bd734a627323f2194570,Domain_1f0bceb9fe6656a2bc76d8ed44d9ea1bb962d303cc53e1e5f27422ed13705ec8
105117,r_subdomain,Domain_e54e9135221fc7d94a1815403e3fcf070a3fb2a5de59bd734a627323f2194570,Domain_d7e3830991cd8a1e7393c6d4908c82d75f9a5783c7a4751c4cf9225dd70ab641
105144,r_subdomain,Domain_e54e9135221fc7d94a1815403e3fcf070a3fb2a5de59bd734a627323f2194570,Domain_7da173a2c3c17de58c24bf38a8df9860decdc1f805dad08c3ba176d24d1fdda1
105168,r_subdomain,Domain_e54e9135221fc7d94a1815403e3fcf070a3fb2a5de59bd734a627323f2194570,Domain_ec7e5fdcf2ebff1d6de0aa5f86364878ca85d5f00f581cddc6027c4dc126ded0
105192,r_subdomain,Domain_e54e9135221fc7d94a1815403e3fcf070a3fb2a5de59bd734a627323f2194570,Domain_b393e5a5ea4642cc33ac6807003fe73fc3f2cfd17d3a12d0f944bff6824e13d4
105215,r_subdomain,Domain_e54e9135221fc7d94a1815403e3fcf070a3fb2a5de59bd734a627323f2194570,Domain_def0225efa109d84095f94b181723fe1ede891fab4825053a745808ff7177a16
105240,r_subdomain,Domain_e54e9135221fc7d94a1815403e3fcf070a3fb2a5de59bd734a627323f2194570,Domain_b05d9527db4a7b166ef37dde90dffe4dfcd08a968806845002976fef8f01d7d1
105262,r_subdomain,Domain_e54e9135221fc7d94a1815403e3fcf070a3fb2a5de59bd734a627323f2194570,Domain_c0a89f32039204eb718708781536e7174155d55cd1cd7ccd388580d23ce18ded
105286,r_subdomain,Domain_e54e9135221fc7d94a1815403e3fcf070a3fb2a5de59bd734a627323f2194570,Domain_92fe3473538090971252979164c46c6039121ac7aea65f76d0fc27c33f4bdcb2
105313,r_subdomain,Domain_e54e9135221fc7d94a1815403e3fcf070a3fb2a5de59bd734a627323f2194570,Domain_1571a8d9928cf2bf7f8d7184f2b4ca94d41cbb31db8db1f8bc9034782954fef4
105338,r_subdomain,Domain_e54e9135221fc7d94a1815403e3fcf070a3fb2a5de59bd734a627323f2194570,Domain_6aada3820811403add3d31aac3e8e6a65ea3bdda7238435705d12f65919ad622
105364,r_subdomain,Domain_e54e9135221fc7d94a1815403e3fcf070a3fb2a5de59bd734a627323f2194570,Domain_9fb0be1b09aae696eb95aa410d6a7a9fe3a99c07aae470b0b13c58586423fe36
105387,r_subdomain,Domain_e54e9135221fc7d94a1815403e3fcf070a3fb2a5de59bd734a627323f2194570,Domain_2d8870ab531af77ff48512c9e4249df05f336726c99bdd3e2783887865365b48
105413,r_subdomain,Domain_e54e9135221fc7d94a1815403e3fcf070a3fb2a5de59bd734a627323f2194570,Domain_4b4717dad72dfa8b241cd15225a677b5aab040a8dfd9ff47f0f18d795fca7651
105440,r_subdomain,Domain_e54e9135221fc7d94a1815403e3fcf070a3fb2a5de59bd734a627323f2194570,Domain_eae267968c69e608d8d365d68ac980e0213edc07d1b480951b7b9cc8ae5cd1b4
105463,r_subdomain,Domain_e54e9135221fc7d94a1815403e3fcf070a3fb2a5de59bd734a627323f2194570,Domain_6b23355ca0e63ec4168b04cb7ddab04f93d395b8b7986b40aaa611ee0e21b15e
105488,r_subdomain,Domain_e54e9135221fc7d94a1815403e3fcf070a3fb2a5de59bd734a627323f2194570,Domain_c5beb41af2136c70c49fcc839de9a1388c80d649f1835bd309e404516327aa19
105513,r_subdomain,Domain_e54e9135221fc7d94a1815403e3fcf070a3fb2a5de59bd734a627323f2194570,Domain_e468cc70a04dc7c08bbc9eebd4cc3a97b748a2d2832fb8f529377461f91c80dc
105536,r_subdomain,Domain_e54e9135221fc7d94a1815403e3fcf070a3fb2a5de59bd734a627323f2194570,Domain_f5326cc001afc08d7d8f80743ebad0a22f86a27183bb88fcb2bac4ec82bcf55a
105558,r_subdomain,Domain_e54e9135221fc7d94a1815403e3fcf070a3fb2a5de59bd734a627323f2194570,Domain_699134b9f4b32b8c437f3f228f86426a767b968d192d3b5adc45e9c43398c189
105582,r_subdomain,Domain_e54e9135221fc7d94a1815403e3fcf070a3fb2a5de59bd734a627323f2194570,Domain_1806f1037f61e0dbb379933210722d29d4ffc9716f414baeb9ba71706e43fb77
105606,r_subdomain,Domain_e54e9135221fc7d94a1815403e3fcf070a3fb2a5de59bd734a627323f2194570,Domain_f0d1e10201f828fe0c4dd774e9843b478141a986aeb77033b0160b8c00c85a6e
105634,r_subdomain,Domain_e54e9135221fc7d94a1815403e3fcf070a3fb2a5de59bd734a627323f2194570,Domain_59824ca5d3abcb8384c5bee456a7d9749884e602eb09b33862a94d5f85ce2837
108063,r_cert,Domain_b00c80649d23d066e8d481a9d70932265656d5158897102f3abf701cb361ed23,Cert_d28cd98e1671f5cdb42927ccf501d79d5ad128cb3689179e212400dea2e4e30d
109133,r_cname,Domain_8b12c0f99ad6e8bcac84a751069e1acb85b20cb502a9637005cf6868769979ab,Domain_52e69a4e8fcdbf6a8d1e21d5770610daaff76455cf81b44b6101fbd93209bc27
109800,r_cname,Domain_060da769c4151a9725aaea3c65346a73d1008af3e3ecada88167c653a9819877,Domain_35239c32caec22b3c05be3da0f2e9cccc85366d0d502eddb06bcfbcf4f464d31
110956,r_cname,Domain_73b2396402dec81c04b60ab0540a5bfbd7578b85203c2439f9343e8613702056,Domain_f8c2bb4645b2598fa868a685f5f2534733b36e652c6b9c9e447c72168e962994
110981,r_whois_name,Domain_73b2396402dec81c04b60ab0540a5bfbd7578b85203c2439f9343e8613702056,Whois_Name_1a0fa0c65d9861abfd71ddc7cad746a82ee08ba6117e361bbdbc7f0f22648749
112558,r_cname,Domain_a765f95d0ec3812b8bb5c010763c4ec853e4d75a17b018c5d99e4b4e6a5fdd78,Domain_cfaee18f6cdb351ece905227345cdc62256f3a196cb0f663bbf0a7a4376b2d12
117272,r_cname,Domain_34a0f4ce609b0730db27ade444bf100dc8746336aa5fafc111801ab127586094,Domain_1f0601d36d3fc6a76ec61d2a241d09599961feaf6a1f20ed7905c1cf4581ca4f
118041,r_cname,Domain_b6345fc24f7c310eab85ff5659de2a21e591d1243157c60f15e41bb670932a3e,Domain_3f628dfa21ad8f90a7004833e59dd88b944ebf0e90881c2d9888749ba2e09d0a
120188,r_subdomain,Domain_22efeff65cb09c8a806ca33eefbd1008d5557f36b8c0dffabb4569e8e88a1f0d,Domain_8071dd37fde543c3bb1daaab06490c3e0ca2972922bf38b7d115ea543aefc37e
120225,r_cname,Domain_22efeff65cb09c8a806ca33eefbd1008d5557f36b8c0dffabb4569e8e88a1f0d,Domain_62c2f00523f12d174aca065b364f89de7632779d5ebf79852e918465533988ac
120252,r_whois_email,Domain_22efeff65cb09c8a806ca33eefbd1008d5557f36b8c0dffabb4569e8e88a1f0d,Whois_Email_397aceed3d07b397606652b34450df15aef2291853eb8714436b59be42e6209d
120274,r_whois_name,Domain_22efeff65cb09c8a806ca33eefbd1008d5557f36b8c0dffabb4569e8e88a1f0d,Whois_Name_14fabf1bc18144c53f336b5570d4f8676cf2092b7e81d1102bd48290e2ebe860
120293,r_cert,Domain_22efeff65cb09c8a806ca33eefbd1008d5557f36b8c0dffabb4569e8e88a1f0d,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
120825,r_cname,Domain_d5bf89ea123de98cc9262cc2fae26252336c200f100ddebeeb3827fa51bd7178,Domain_3ca2c4a71beaa99957847f2fc13250047e0316c7c045cabc350035c05b81c0a3
123481,r_cname,Domain_0647ab59acc203a86a137a2a113cd56ee99f0f518313f91b49b0d34713280858,Domain_fb1cec12d75b2497b495e256aa6e127bc84af9667561d9900f64a1d50a3cf11d
124132,r_cert,Domain_598210ad69c47e79a3e2df7eabc5cad237260008198559acd74a307af0992e99,Cert_d28cd98e1671f5cdb42927ccf501d79d5ad128cb3689179e212400dea2e4e30d
429465,r_dns_a,Domain_ddc01037380d20c0bd0f368825626023c53dc2e4772a6d0d65a399fa41ec13b7,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
429492,r_dns_a,Domain_b701602038007d7d154800ca2a9605a6f4ba4b8c08cc07a5eb24d9f9720ff76b,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
429518,r_dns_a,Domain_d5984f1eb3dcf64af6145eda929dd6248ac6e612fd4a0c0fbc771cfae927ff5f,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
429542,r_dns_a,Domain_d1a8e645091138adb7c34ef84b46b14b88e7d28b071cbde19ec04f473d5cc302,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
429569,r_dns_a,Domain_efd6fd2de28e911ab3699ea3426c5fb09beea8f2460cac1dc92edd81aedc22e0,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
429589,r_dns_a,Domain_f07afa3655e203362b5b0d7649f5375d418b0492cd97a772bd6fd98eff9231bf,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
429613,r_dns_a,Domain_412f87020add7e0437180eccedfcfb9619f4ffe24507c2ac8909c74296d22b60,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
429637,r_dns_a,Domain_5d4004f0be62a488f1ff07f3d08f26190499743905321b0535d4bf609e192259,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
429661,r_dns_a,Domain_5df74b7a2a699160eabe287460eb16c9649125e85fe332445b2d89cc643e4e00,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
429689,r_dns_a,Domain_d7a6a847c801a1b525467c8e87b03673922f1c79980ad050480e66bd968dbabc,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
429711,r_dns_a,Domain_1bd748a6490f980309cd4f03b0b97d16dd03f3fdc673db084d17851fdeb3b7c9,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
429733,r_dns_a,Domain_8c52bd30726b44c305cdf2d592c3f50854b4fcaf2c2f132c33feecc2ece33fc1,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
429760,r_dns_a,Domain_bf9dccf0a7f0e2ef500a7c5f882f5ecf4e661c8326a71b988742e00bdb4a5f3f,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
429782,r_dns_a,Domain_50f9190f442d8e57d450e12f9b9af241e7af6608c7bf6f1709736d747edaba7d,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
429804,r_dns_a,Domain_4978fa44151e49471472050b20e045ab3faea2955ce08f35d8c9f7815ad62c2a,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
429826,r_dns_a,Domain_5f3084ade82f76f4b491894f1d5f1026e15944e9791bdf65894257c98ecf932e,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
429847,r_dns_a,Domain_29b877b4d7ddaafb81bfcbd9d0965bbfce21d9ed3c70f3f07df16fd6d16358a5,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
429871,r_dns_a,Domain_f141bd8cb0d52e03172d360d9cb119fcadfa88d0e0490ba00073cc972658543f,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
429889,r_dns_a,Domain_fb824a68e6efdf88ac492815de0664fb5fb2a9cb05d25689e2a1021864f8c37a,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
429908,r_dns_a,Domain_3ca17f3b57a34cb7049b90ee47f33031fbb54148ba77ad6af24c499d55f14b76,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
429928,r_dns_a,Domain_e18541108d693bcb7b776a8f08bcfd153acf3cf70c14fb78a14610a22273bec2,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
429951,r_dns_a,Domain_09ddc678291b798d1749444604410a6a1604840825f3bcb17ba8edf35e6c0a18,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
429972,r_dns_a,Domain_fb179ae0528d6735ad9a9e764517fa43438ac4aac339eff05b3bf51f21774d0e,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
429992,r_dns_a,Domain_b5c1e78f290180da8a3e9dd975bb1b7733b68c8cb23fc2ff7880aa0b95206c2b,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
430013,r_dns_a,Domain_3f69f063e51ceb52751477434d6d0c16b536bfd4aea4267537891bd0763bb0e8,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
430034,r_dns_a,Domain_0d50ee9335ee8da14eb708052afc867117064f3cd0a4039f5ada8e0b28005404,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
430056,r_dns_a,Domain_78ef8f200f5c4121c5d2757a1b5fbe89c5ec5811a571bd00df4fc1af1bb71da0,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
430079,r_dns_a,Domain_8077933ef42560b8f4eca5ac7504bec29329318603e2c779c9e408a15fabb850,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
430101,r_dns_a,Domain_8683adc827f19ed1b77d7b906aa04df5b8f0a8407a4e5e83181c1be2d9687f3d,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
430124,r_dns_a,Domain_34edb1f58302a4a0c295346e60604a102cef7f3b16f92e3949b31d23fca0b2be,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
430147,r_dns_a,Domain_42186b1695f6a02b210ef6ff559be81be8a2ff2f962fd3c666275b64e4eaa427,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
430167,r_dns_a,Domain_952e6c2ef76a8561a12652b3c24f37f4d51f258f104c659920a85200d0e953ae,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
430190,r_dns_a,Domain_4798462728f8a04edd8aa1f7000d9188543c1bc896021eddd0cb15082028b943,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
430213,r_dns_a,Domain_73817b1ed0146f1f3e777d662ad5ed258aae1f6d2083d5e1dd3417a520d9195a,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
430234,r_dns_a,Domain_b0f0e27be12cbe96b09eb7dce2d4528b0613d4c02268decbd6654bc67b154069,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
430258,r_dns_a,Domain_0b5bc78d58cf2ab99165acfb3684e2ccc44d4a1a75c782611521114c6c91700d,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
430280,r_dns_a,Domain_22d3cfdf65d52fac823c62f876e96cbb753162834253ff61d7003b9cf0fa6509,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
430305,r_dns_a,Domain_b3f860f63c35dd94ab484531209f11a364a9bb2657b213ff4c86560a9f462ff8,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
430329,r_dns_a,Domain_dbfefdcafff292f3d5e1ef7bbe445a4dc1df765ac876a5839ed987f2945cdc6f,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
430349,r_dns_a,Domain_e8b6d360c40dc9ea08f03e9f2d51183b3f7d147eced00cd73dabad17f2f9619d,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
430371,r_dns_a,Domain_8c5c1e395bfd4402a8b13f0017e33cee8c70f4c4015d624fd72513634e587506,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
430395,r_dns_a,Domain_166becff89b6f5f4b86793d9e9f9737602d3af80269bc9e547b2bcbf8e77e2a8,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
430416,r_dns_a,Domain_3714b05a7f590b16c34d4ed54b6ec48a469c75df4b1f2c4ac76f18ce358e94cf,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
430438,r_dns_a,Domain_7306fe539f3b768737234fab3b5ec980fb29c6fced3a4b1c388ee3f372f0e02e,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
430462,r_dns_a,Domain_51a22f507be97746e35cc476786e61add1948e77a8923f7390c65653e1c35e71,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
430484,r_dns_a,Domain_b74b48cf6ecf8ffa30b4474f0fbb0016ccb235fab9aa1fe7ca784ab0101c9592,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
430506,r_dns_a,Domain_19e0c61209a8e83e5c8f15b37de758e5a9c5be1d5efa36851fa13f1c90131f42,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
430532,r_dns_a,Domain_ce00aca3a42dff951bfafc801e7b41f5e5aee583504b3b1a5bdb27e264806d60,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
430555,r_dns_a,Domain_2f56bdf49d05c55be142f9066e44dc4d9dc0ef68fc6fe8c01618a171c72a4b5c,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
430578,r_dns_a,Domain_fd2743bcb423ef4be94e34effd5d2d99855b03c797b3910faf270488bd7c5657,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
430603,r_dns_a,Domain_dc54b4e0b9cfb2c9c4bc1b9f28d5b0bdc2df8d34256686ebc54e66c8eaf26f9d,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
430622,r_dns_a,Domain_2a70d0651d5b1ba31043037602ca271227b425366da808973bec19a2dd668f35,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
430645,r_dns_a,Domain_5d4dac81afd5abcf8ce49cae8c9d7d219d9cbb1a6ca57efe06151eae29dfe042,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
430667,r_dns_a,Domain_e0de8a783033085852523c5b5dac8389b8901149f15c4090b4a41b8471eb4c02,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
430687,r_dns_a,Domain_3ef7674096ff8e13548caf9d3d00961ea9a1cc49e8b2da831f8d49498f3f7d49,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
430708,r_dns_a,Domain_877526f67a9c222c9a4de2856ea8d5bd5c9205b0abdd9b872ca3314e50690cf3,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
430729,r_dns_a,Domain_f72485c45cdafa8f229df1c2eca75f33a61f84ea9405f3d0ceb84c49e963f52c,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
430748,r_dns_a,Domain_1083abcf6f0d28f172a1db91e4bfd3adfd41c9b5c36e8d81e92d654dad3d5177,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
430767,r_dns_a,Domain_a4b0b071b026f6f2b5688035614d90f3b98a0f3b71016743fe4589f32ddf1d72,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
430788,r_dns_a,Domain_8ddd71d24a07651ac8ed8f7c9b29641bcb00a39b1cd060dfdee5baf91c396db9,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
430809,r_dns_a,Domain_aba0e0e3b1651e67ee889452e74bb45a1471f6acfbde530e8d342245b3520fa9,IP_4723a1321e964eb44f8e8c9f634c07984f07ef1d4fea5b848c57611066ef0db1
